ID,Start date,Biomass,Hydropower,Wind offshore,Wind onshore,Photovoltaics,Other renewable,Nuclear,Lignite,Hard coal,Fossil gas,Hydro pumped storage _x,Other conventional,Total (grid load),Residual load,Total Energy Generation,Total Renewables,Total Conventional,Energy Surplus,Year,DailySunshineHours,AverageWindSpeed
1,2015-01-01,96341.25,27463.0,12508.5,298791.75,17080.25,2148.5,251485.25,314599.0,60725.25,23806.0,23683.5,134117.0,1096852.75,768472.25,1239065.75,454333.25,784732.5,142213.0,2015,1.14,3.9
2,2015-01-02,96247.25,27087.75,10329.25,591620.75,7759.0,2904.0,218435.5,257344.0,83617.25,29919.25,25524.75,148762.0,1288914.75,679205.75,1474026.0,735948.0,738078.0,185111.25,2015,1.14,3.9
3,2015-01-03,95923.75,31135.75,12119.5,457043.5,7234.75,3245.0,245251.5,296727.5,60999.25,29790.75,26328.75,139297.0,1213309.5,736911.75,1378768.25,606702.25,772066.0,165458.75,2015,1.14,3.9
4,2015-01-04,96885.0,42212.25,11538.5,379029.5,19982.5,3247.0,251627.75,287900.5,47224.5,21470.75,26499.25,132493.75,1177896.0,767345.5,1293612.0,552894.75,740717.25,115716.0,2015,1.14,3.9
5,2015-01-05,96449.0,38092.5,7745.5,219623.5,26522.25,3217.75,267081.0,405171.25,177046.75,35151.75,25738.5,207876.0,1425927.5,1172036.25,1483977.25,391650.5,1092326.75,58049.75,2015,1.14,3.9
6,2015-01-06,94510.5,36153.0,6887.75,102706.75,32887.25,3246.25,273756.0,423603.75,259151.75,42873.25,19500.75,217470.5,1434875.0,1292393.25,1493246.75,276391.5,1216855.25,58371.75,2015,1.14,3.9
7,2015-01-07,95730.5,35462.5,10693.25,210599.0,17114.75,3265.5,274628.5,432580.25,259317.75,56351.25,26789.75,225419.5,1548897.0,1310490.0,1621162.75,372865.5,1248297.25,72265.75,2015,1.14,3.9
8,2015-01-08,95878.75,35839.25,12334.75,420530.25,8598.25,3004.0,272119.25,398987.0,223824.0,38659.5,30748.25,189578.0,1573448.5,1131985.25,1699353.0,576185.25,1123167.75,125904.5,2015,1.14,3.9
9,2015-01-09,97246.5,36483.5,8800.25,635351.75,6823.75,2994.25,265038.0,332049.25,120109.25,39516.0,32508.75,153610.25,1551795.5,900819.75,1698022.75,787700.0,910322.75,146227.25,2015,1.14,3.9
10,2015-01-10,97423.5,44021.25,6504.75,624062.5,20475.0,3190.75,260759.5,220411.25,46806.25,21427.5,27274.75,139439.5,1330121.5,679079.25,1484521.75,795677.75,688844.0,154400.25,2015,1.14,3.9
11,2015-01-11,97019.5,43132.75,9552.25,620424.5,19811.25,3252.5,245074.0,184685.5,39772.0,18218.0,21749.25,137690.25,1245315.5,595527.5,1418632.5,793192.75,625439.75,173317.0,2015,1.14,3.9
12,2015-01-12,97835.25,41993.0,11670.5,621972.25,11025.0,3156.75,260996.0,319847.75,116508.5,33819.75,25220.0,24344.0,1572223.0,927555.25,1543168.75,787652.75,755516.0,-29054.25,2015,1.14,3.9
13,2015-01-13,97231.0,40001.25,8940.75,508998.75,50283.75,2135.5,266823.25,349167.75,165980.25,37937.5,27453.0,23065.25,1557794.25,989571.0,1550565.0,707591.0,842974.0,-7229.25,2015,1.14,3.9
14,2015-01-14,96694.0,39135.0,8974.5,400045.75,18106.0,3017.0,269735.5,397912.0,217210.0,35094.5,28666.5,24753.0,1554254.25,1127128.0,1510677.25,565972.25,944705.0,-43577.0,2015,1.14,3.9
15,2015-01-15,97259.75,39645.75,12271.25,536748.75,17155.0,3321.25,264059.0,380706.75,174614.5,36535.5,29153.0,145820.0,1580828.75,1014653.75,1708137.5,706401.75,1001735.75,127308.75,2015,1.14,3.9
16,2015-01-16,96885.25,39171.25,10403.25,257051.5,22817.75,3271.0,268893.0,413406.75,241881.5,36610.25,28506.75,200534.25,1534068.75,1243796.25,1590925.75,429600.0,1161325.75,56857.0,2015,1.14,3.9
17,2015-01-17,97477.75,39532.75,11518.5,122733.0,21405.5,3225.5,270262.0,430839.75,229075.0,30315.25,27817.75,162602.5,1329000.75,1173343.75,1418987.5,295893.0,1123094.5,89986.75,2015,1.14,3.9
18,2015-01-18,97890.5,38584.5,5238.5,126265.0,31259.0,3364.5,265666.5,424949.75,203581.75,35578.0,24383.75,151311.75,1243108.75,1080346.25,1383689.75,302602.0,1081087.75,140581.0,2015,1.14,3.9
19,2015-01-19,97017.5,39067.75,481.25,32878.5,23682.0,3308.5,273062.25,454009.25,276538.5,79073.75,29304.0,241982.0,1559946.0,1502904.25,1521101.25,196435.5,1324665.75,-38844.75,2015,1.14,3.9
20,2015-01-20,97555.75,41197.25,1281.75,15892.0,10790.75,3259.5,273777.25,469374.75,287675.25,93643.75,35436.0,258606.25,1595471.5,1567507.0,1553054.25,169977.0,1383077.25,-42417.25,2015,1.14,3.9
21,2015-01-21,97672.0,42070.0,2322.25,45236.5,22120.75,3344.75,273968.75,455153.75,299765.0,92048.5,29634.5,251168.5,1594371.75,1524692.25,1584870.75,212766.25,1372104.5,-9501.0,2015,1.14,3.9
22,2015-01-22,97424.75,40761.5,1289.0,63024.5,12118.0,3343.75,274210.5,440998.5,320655.5,87350.5,36052.0,246308.75,1605934.0,1529502.5,1587485.25,217961.5,1369523.75,-18448.75,2015,1.14,3.9
23,2015-01-23,96673.75,39414.0,4399.0,31449.0,7013.0,3329.75,274205.25,443102.25,330013.25,73693.25,35249.5,235487.5,1580198.0,1537337.0,1538780.0,182278.5,1356501.5,-41418.0,2015,1.14,3.9
24,2015-01-24,96977.0,36880.75,11741.25,142059.0,9833.5,3314.5,272426.75,440764.25,254449.0,38135.25,23025.0,167761.5,1391848.5,1228214.75,1474342.75,300806.0,1173536.75,82494.25,2015,1.14,3.9
25,2015-01-25,97662.75,33328.75,8604.25,107670.75,11570.0,3198.25,267070.25,430662.25,224340.25,34158.75,23280.75,162787.0,1265055.75,1137210.75,1381053.25,262034.75,1119018.5,115997.5,2015,1.14,3.9
26,2015-01-26,98079.5,33015.25,14427.25,204852.0,10595.0,3306.25,272757.0,416757.0,304283.5,57466.5,29058.25,234396.75,1581008.0,1351133.75,1649936.0,364275.25,1285660.75,68928.0,2015,1.14,3.9
27,2015-01-27,98047.25,34890.0,11132.25,266563.75,17572.5,3150.75,272870.25,394732.5,293353.0,50365.25,26024.5,240059.0,1592247.25,1296978.75,1682736.5,431356.5,1251380.0,90489.25,2015,1.14,3.9
28,2015-01-28,97333.0,35021.75,13715.0,412118.25,16580.0,3223.75,271213.25,375403.5,261068.0,49441.0,25567.5,198105.0,1613410.75,1170997.5,1733222.5,577991.75,1155230.75,119811.75,2015,1.14,3.9
29,2015-01-29,97147.25,35600.0,10958.25,405875.0,27782.5,3091.0,270379.5,361412.5,236926.25,46946.0,35334.25,202850.0,1596585.25,1151969.5,1698968.25,580454.0,1118514.25,102383.0,2015,1.14,3.9
30,2015-01-30,97001.0,37945.5,1614.75,88741.5,13462.75,3310.5,264953.5,431751.25,305659.25,58158.75,32714.0,236388.0,1562849.25,1459030.25,1538986.75,242076.0,1296910.75,-23862.5,2015,1.14,3.9
31,2015-01-31,96732.5,36429.25,1974.5,131315.25,20211.75,3370.0,249181.25,415167.0,265512.25,42136.5,24233.75,190122.25,1345132.25,1191630.75,1452152.5,290033.25,1162119.25,107020.25,2015,1.14,3.9
32,2015-02-01,98474.75,32457.0,6004.0,114063.25,24681.0,3440.25,271631.25,422167.0,203939.75,39756.0,20531.75,155978.5,1250357.0,1105608.75,1372592.75,279120.25,1093472.5,122235.75,2015,3.14,3.5
33,2015-02-02,98447.25,32058.75,8150.75,189803.5,20266.75,3406.75,273117.75,437696.75,294568.0,59962.25,28659.5,233172.25,1592531.0,1374310.0,1650650.75,352133.75,1298517.0,58119.75,2015,3.14,3.5
34,2015-02-03,98246.75,33587.25,7582.25,93829.75,27528.5,3382.0,271976.5,432664.25,330503.25,90401.25,25083.25,242037.25,1620916.5,1491976.0,1631739.0,264156.5,1367582.5,10822.5,2015,3.14,3.5
35,2015-02-04,97879.75,34923.75,2774.25,38859.5,31950.25,3332.0,273548.5,418455.25,349316.25,105697.0,24115.0,248121.75,1626316.25,1552732.25,1604858.25,209719.5,1395138.75,-21458.0,2015,3.14,3.5
36,2015-02-05,97081.25,33822.75,5602.0,112927.75,29039.0,3410.0,272496.5,419037.0,339374.25,87585.5,31225.0,245107.75,1623523.25,1475954.5,1645483.75,281882.75,1363601.0,21960.5,2015,3.14,3.5
37,2015-02-06,96877.0,32300.5,1745.25,172794.5,46342.0,3428.25,272426.5,425162.25,320107.25,62735.25,30115.0,230200.5,1597303.0,1376421.25,1664119.25,353487.5,1310631.75,66816.25,2015,3.14,3.5
38,2015-02-07,97028.25,31498.75,13894.5,251384.0,46831.25,3102.5,266636.25,370363.75,197408.75,54030.0,27405.5,159861.25,1395147.25,1083037.5,1492039.25,443739.25,1048300.0,96892.0,2015,3.14,3.5
39,2015-02-08,97401.0,29634.5,15964.0,396206.5,52428.5,2788.5,244010.25,305876.0,108919.25,46476.0,22993.5,146572.5,1281069.0,816470.0,1446277.0,594423.0,851854.0,165208.0,2015,3.14,3.5
40,2015-02-09,96572.25,28714.5,17228.25,371386.0,15048.75,3144.5,270421.5,376337.5,238943.0,60929.25,27364.25,213573.25,1595861.75,1192198.75,1692298.75,532094.25,1160204.5,96437.0,2015,3.14,3.5
41,2015-02-10,97645.75,30728.75,10610.0,143115.5,24127.0,3334.75,272096.75,424264.5,323071.75,73138.75,22320.0,235290.5,1599749.5,1421897.0,1637424.0,309561.75,1327862.25,37674.5,2015,3.14,3.5
42,2015-02-11,97220.5,30882.75,760.75,26261.75,28009.5,3273.25,272679.25,425961.0,363684.0,84644.25,28984.5,245278.75,1594669.25,1539637.25,1578655.75,186408.5,1392247.25,-16013.5,2015,3.14,3.5
43,2015-02-12,96953.0,31503.25,824.75,22821.25,40587.0,3394.75,272747.5,427596.75,371705.5,68828.25,34890.5,240071.5,1593174.5,1528941.5,1577033.5,196084.0,1380949.5,-16141.0,2015,3.14,3.5
44,2015-02-13,96844.25,32145.75,8094.0,83745.75,64533.0,3379.0,272253.25,425306.75,339556.0,56802.0,28420.0,233986.25,1562459.0,1406086.25,1616646.0,288741.75,1327904.25,54187.0,2015,3.14,3.5
45,2015-02-14,97068.5,29681.25,10480.75,106553.0,67186.0,3372.0,271013.25,398623.0,263928.25,44114.0,25967.0,179617.0,1347657.5,1163437.75,1471637.0,314341.5,1157295.5,123979.5,2015,3.14,3.5
46,2015-02-15,96376.75,27404.5,17464.25,181931.0,60939.25,2814.75,269052.75,380060.0,182137.25,38659.0,17545.25,148541.25,1242427.5,982093.0,1405380.75,386930.5,1018450.25,162953.25,2015,3.14,3.5
47,2015-02-16,95810.75,27673.25,12911.25,196276.25,60863.0,2775.5,266339.25,386119.75,305146.0,53211.75,22502.5,213222.75,1512297.75,1242247.25,1620349.5,396310.0,1224039.5,108051.75,2015,3.14,3.5
48,2015-02-17,95982.25,30202.0,4633.5,62855.5,40311.25,3039.0,270188.25,418857.0,344595.75,65219.0,34787.25,240480.5,1581008.0,1473207.75,1576364.0,237023.5,1339340.5,-4644.0,2015,3.14,3.5
49,2015-02-18,95458.25,32459.0,15271.25,112829.5,40083.75,3252.25,265235.5,422642.5,352509.5,61446.5,25792.25,233089.5,1589465.0,1421280.5,1634277.5,299354.0,1334923.5,44812.5,2015,3.14,3.5
50,2015-02-19,95072.25,32608.75,17781.25,221703.5,62936.75,3225.5,269745.75,404669.25,320790.75,59248.25,30235.75,223687.5,1595995.75,1293574.25,1711469.5,433328.0,1278141.5,115473.75,2015,3.14,3.5
51,2015-02-20,95272.5,29757.25,12337.0,320161.75,79745.5,3012.5,266023.75,381130.0,276530.5,55250.75,21711.5,182648.0,1557110.25,1144866.0,1701869.5,540286.5,1161583.0,144759.25,2015,3.14,3.5
52,2015-02-21,95416.0,27946.25,4134.5,274206.25,49620.25,2371.0,262397.25,315799.25,222901.0,34447.0,30717.75,165255.75,1335687.25,1007726.25,1454494.5,453694.25,1000800.25,118807.25,2015,3.14,3.5
53,2015-02-22,95626.25,28054.0,14439.0,135206.75,52145.75,2413.0,261822.25,363470.5,195215.75,33650.25,23431.25,166883.5,1238835.25,1037043.75,1348927.0,327884.75,1021042.25,110091.75,2015,3.14,3.5
54,2015-02-23,95516.25,28641.75,16934.75,354994.75,28046.25,2442.5,261923.25,360109.0,253738.75,53687.5,32132.75,198405.25,1571784.25,1171808.5,1654440.0,526576.25,1127863.75,82655.75,2015,3.14,3.5
55,2015-02-24,95486.25,32121.5,18267.5,301874.25,50806.0,2429.0,265700.0,398854.25,283582.5,43762.75,25534.25,204075.0,1584692.75,1213745.0,1696959.0,500984.5,1195974.5,112266.25,2015,3.14,3.5
56,2015-02-25,95745.5,31560.0,7703.0,107150.75,72248.25,2425.0,266781.0,419474.75,302799.0,54238.5,25690.75,239301.5,1563406.5,1376304.5,1599427.25,316832.5,1282594.75,36020.75,2015,3.14,3.5
57,2015-02-26,95407.5,31472.25,10017.0,158760.75,106263.0,2465.25,267122.5,431258.75,303458.5,44370.5,28883.25,214236.0,1561393.25,1286352.5,1664832.0,404385.75,1260446.25,103438.75,2015,3.14,3.5
58,2015-02-27,94913.5,30837.25,5551.75,136599.0,65844.25,2534.75,267743.25,429540.75,320660.25,43079.25,35341.5,223579.75,1548504.5,1340509.5,1620883.75,336280.5,1284603.25,72379.25,2015,3.14,3.5
59,2015-02-28,95468.5,31476.75,15598.5,177401.75,82592.5,2506.0,261691.75,428260.5,177809.25,39984.5,23632.0,153534.5,1332163.75,1056571.0,1466324.5,405044.0,1061280.5,134160.75,2015,3.14,3.5
60,2015-03-01,96327.75,29791.5,19627.0,434905.25,36689.25,1912.25,243303.75,372489.75,61450.5,37809.25,26811.25,156072.25,1234739.0,743517.5,1490378.5,619253.0,871125.5,255639.5,2015,4.49,4.0
61,2015-03-02,96179.75,32811.0,18369.25,483546.25,65600.25,2168.75,263067.75,406073.0,171471.0,49582.0,32483.75,164171.75,1527631.75,960116.0,1753040.75,698675.25,1054365.5,225409.0,2015,4.49,4.0
62,2015-03-03,95826.0,36694.75,15562.5,423001.75,101145.5,2540.5,261889.25,400688.25,186193.5,47628.75,30890.25,172452.5,1561668.75,1021959.0,1743623.25,674771.0,1068852.25,181954.5,2015,4.49,4.0
63,2015-03-04,95813.75,34798.0,18913.75,362957.25,70461.0,2737.75,264458.5,434514.25,217247.0,43562.75,28395.75,173240.5,1572267.5,1119935.5,1718704.5,585681.5,1133023.0,146437.0,2015,4.49,4.0
64,2015-03-05,95492.0,34738.5,11666.0,161206.0,68652.5,2936.0,265961.75,438038.75,311562.5,42947.75,31322.75,210794.75,1562429.25,1320904.75,1643996.5,374691.0,1269305.5,81567.25,2015,4.49,4.0
65,2015-03-06,95660.25,35833.75,16065.0,119917.25,65593.75,3095.5,265357.5,426124.5,328365.5,40170.5,34283.5,203996.25,1530533.0,1328957.0,1600179.75,336165.5,1264014.25,69646.75,2015,4.49,4.0
66,2015-03-07,95455.5,33823.5,20235.0,242499.5,114555.75,2186.75,248187.75,396709.25,158838.0,29638.75,25718.75,137104.75,1308026.75,930736.5,1479234.5,508756.0,970478.5,171207.75,2015,4.49,4.0
67,2015-03-08,95487.5,31295.5,18338.75,190871.75,134966.5,1923.25,234835.75,402762.5,113141.75,29992.5,19062.5,133404.75,1175447.0,831270.0,1387020.5,472883.25,914137.25,211573.5,2015,4.49,4.0
68,2015-03-09,95469.25,31024.25,8102.25,64613.5,118812.25,2207.5,238260.5,424122.0,299322.25,40696.25,31140.75,213553.25,1480349.25,1288821.25,1536183.25,320229.0,1215954.25,55834.0,2015,4.49,4.0
69,2015-03-10,95487.25,31943.75,16433.5,128493.75,97028.75,2192.75,239012.75,417759.25,334352.0,37159.5,22352.75,214986.75,1525742.0,1283786.0,1614850.0,371579.75,1243270.25,89108.0,2015,4.49,4.0
70,2015-03-11,95021.0,31882.25,5509.75,124819.0,114653.25,2015.0,240035.5,416777.75,314527.75,49298.25,22891.0,211665.5,1520659.25,1275677.25,1606205.0,373900.25,1232304.75,85545.75,2015,4.49,4.0
71,2015-03-12,93280.75,31626.25,5135.5,65247.0,104666.5,1408.25,240263.25,416405.5,336124.25,41251.75,23367.75,220004.0,1521546.25,1346497.25,1555413.0,301364.25,1254048.75,33866.75,2015,4.49,4.0
72,2015-03-13,93673.5,31801.75,16207.75,138819.5,85051.75,1415.5,238941.0,407048.25,296920.0,47762.75,37484.25,215757.5,1508895.25,1268816.25,1573399.25,366969.75,1206429.5,64504.0,2015,4.49,4.0
73,2015-03-14,94425.25,32238.75,17424.25,128219.75,41483.75,2242.75,238919.25,387968.0,254355.75,48536.0,27993.75,180213.0,1317439.0,1130311.25,1426026.5,316034.5,1109992.0,108587.5,2015,4.49,4.0
74,2015-03-15,94404.75,30331.75,19743.5,215616.0,63374.0,2839.25,233095.0,365408.5,128341.25,41167.25,21073.5,133293.5,1210941.25,912207.75,1327614.75,426309.25,901305.5,116673.5,2015,4.49,4.0
75,2015-03-16,93805.75,30040.0,21364.25,315808.0,117277.0,2345.25,236451.5,346734.75,207643.5,52932.25,35614.0,175325.0,1491624.0,1037174.75,1599727.25,580640.25,1019087.0,108103.25,2015,4.49,4.0
76,2015-03-17,94095.5,31362.0,12501.25,178212.0,131458.75,1952.25,237540.0,386895.25,257908.0,50008.75,32095.25,194087.25,1486214.0,1164042.0,1576021.0,449581.75,1126439.25,89807.0,2015,4.49,4.0
77,2015-03-18,94861.5,32604.0,2474.25,115569.0,149835.5,2098.0,237125.5,427487.25,284444.75,48318.25,23937.5,207344.75,1476652.75,1208774.0,1602162.75,397442.25,1204720.5,125510.0,2015,4.49,4.0
78,2015-03-19,94731.25,32809.25,5836.0,42162.75,135883.25,2419.75,237845.75,434289.0,323672.5,37840.25,36574.0,224339.0,1486948.25,1303066.25,1571828.75,313842.25,1257986.5,84880.5,2015,4.49,4.0
79,2015-03-20,95396.75,32165.0,6804.0,26563.5,123324.75,2666.0,237210.75,431248.25,312790.25,52417.5,32213.25,215854.0,1473212.0,1316519.75,1536440.75,286920.0,1249520.75,63228.75,2015,4.49,4.0
80,2015-03-21,95770.75,31723.75,16949.25,136436.0,75308.75,2649.5,228853.25,420486.25,215363.5,37715.5,27863.0,141038.5,1297006.0,1068312.0,1402295.0,358838.0,1043457.0,105289.0,2015,4.49,4.0
81,2015-03-22,96167.75,33745.5,5133.5,137065.5,87079.75,2493.75,211994.5,396392.75,158132.25,36609.0,32882.0,132588.75,1178667.25,949388.5,1297403.0,361685.75,935717.25,118735.75,2015,4.49,4.0
82,2015-03-23,95271.0,32382.25,15134.0,54606.5,113187.5,2808.5,218747.0,397491.75,308771.5,53570.75,33998.5,198713.0,1474552.5,1291624.5,1490683.75,313389.75,1177294.0,16131.25,2015,4.49,4.0
83,2015-03-24,95451.5,34454.75,1422.5,20841.75,117004.25,2599.25,218375.75,413611.25,346743.25,66248.0,29028.75,207476.75,1497185.5,1357917.0,1524229.0,271774.0,1252455.0,27043.5,2015,4.49,4.0
84,2015-03-25,95668.0,33655.0,8023.75,128680.75,97623.75,2286.75,202798.5,387404.5,335265.75,46447.75,24689.25,188347.25,1483083.0,1248754.75,1526201.75,365938.0,1160263.75,43118.75,2015,4.49,4.0
85,2015-03-26,95189.0,33596.5,12772.75,109214.0,38510.5,2087.5,216036.25,395937.0,340923.0,74376.5,42799.0,205473.75,1502972.25,1342475.0,1524116.75,291370.25,1232746.5,21144.5,2015,4.49,4.0
86,2015-03-27,95244.25,34146.0,8522.0,210946.0,76243.75,2426.0,227273.0,400329.75,288594.5,43383.75,28112.0,175148.5,1492776.25,1197064.5,1562257.5,427528.0,1134729.5,69481.25,2015,4.49,4.0
87,2015-03-28,94731.0,31772.5,17147.25,185383.75,115419.0,2473.5,226674.5,402325.75,144951.75,29136.25,22163.75,92508.25,1274739.75,956789.75,1342523.5,446927.0,895596.5,67783.75,2015,4.49,4.0
88,2015-03-29,90711.0,29397.0,21215.5,462892.25,37867.5,2040.0,199451.5,260208.5,68187.25,26390.75,33471.0,92046.25,1136477.5,614502.25,1290407.5,644123.25,646284.25,153930.0,2015,4.49,4.0
89,2015-03-30,94919.0,39090.5,27639.5,495187.0,90401.75,2327.75,223267.0,268727.25,114732.75,31462.75,29037.5,128731.5,1490755.25,877527.0,1516486.75,749565.5,766921.25,25731.5,2015,4.49,4.0
90,2015-03-31,95405.0,43001.25,21807.25,587563.25,69416.75,2204.0,233413.5,294732.5,99733.0,45854.25,20983.75,141181.0,1530603.5,851816.25,1634311.75,819397.5,814914.25,103708.25,2015,4.49,4.0
91,2015-04-01,95954.25,45680.25,24753.0,561974.25,98711.75,3137.25,236737.5,298598.75,83847.25,49334.0,27522.0,130190.0,1530356.5,844917.5,1628918.25,830210.75,798707.5,98561.75,2015,7.48,3.2
92,2015-04-02,95671.0,43250.25,21618.75,405433.0,81687.0,3325.0,243586.0,343983.5,138629.75,35883.5,32839.5,136205.5,1495043.0,986304.25,1549273.25,650985.0,898288.25,54230.25,2015,7.48,3.2
93,2015-04-03,95935.75,43028.25,8902.75,173752.5,140230.25,3565.75,229414.5,350189.25,103946.0,32644.0,30956.5,127336.25,1174168.0,851282.5,1308945.25,465415.25,843530.0,134777.25,2015,7.48,3.2
94,2015-04-04,96550.25,41892.25,6519.25,80485.0,96848.75,4124.0,214026.25,386535.0,138124.75,34889.0,23294.75,135379.75,1170216.75,986363.75,1235374.25,326419.5,908954.75,65157.5,2015,7.48,3.2
95,2015-04-05,96452.5,39057.0,2589.5,71704.75,151389.25,3492.0,208145.5,347935.75,94296.75,31105.5,24298.5,126034.5,1078906.0,853222.5,1172203.0,364685.0,807518.0,93297.0,2015,7.48,3.2
96,2015-04-06,96175.5,38527.5,1411.5,78637.25,111569.0,3630.25,210426.0,359472.75,114228.75,31919.0,17313.25,130090.0,1103790.5,912172.75,1176087.5,329951.0,846136.5,72297.0,2015,7.48,3.2
97,2015-04-07,95937.5,38339.25,8714.5,136328.75,159794.25,3547.5,221939.5,381876.75,227317.25,34694.0,26660.25,179377.5,1446748.25,1141910.75,1487866.75,442661.75,1045205.0,41118.5,2015,7.48,3.2
98,2015-04-08,95131.0,37787.0,7174.75,83519.75,125822.75,4011.0,231791.5,379756.75,298939.25,37088.0,27415.0,208947.25,1458387.0,1241869.75,1509969.0,353446.25,1156522.75,51582.0,2015,7.48,3.2
99,2015-04-09,95530.75,37424.0,413.75,24183.25,175448.25,3866.25,236685.5,389494.75,296474.0,32644.5,29016.0,208016.75,1430608.25,1230563.0,1500181.75,336866.25,1163315.5,69573.5,2015,7.48,3.2
100,2015-04-10,95881.5,39002.25,1407.0,31473.75,180738.5,3326.75,236795.75,366333.75,299593.5,31287.0,19679.75,185494.5,1403490.75,1189871.5,1471334.25,351829.75,1119504.5,67843.5,2015,7.48,3.2
101,2015-04-11,95566.25,40682.5,18923.0,315520.25,112847.75,2842.25,206129.0,327969.5,97976.25,25776.75,25902.25,111399.0,1220022.25,772731.25,1355632.5,586382.0,769250.5,135610.25,2015,7.48,3.2
102,2015-04-12,96158.75,39753.75,27099.0,254870.75,159132.25,2859.0,207761.25,262834.5,58134.75,24943.0,27027.0,105333.0,1104281.5,663179.5,1238880.0,579873.5,659006.5,134598.5,2015,7.48,3.2
103,2015-04-13,95900.25,40416.0,19253.5,356613.5,144957.75,2959.25,219290.5,300063.75,171937.0,32390.0,29346.25,125896.5,1422882.25,902057.5,1509678.0,660100.25,849577.75,86795.75,2015,7.48,3.2
104,2015-04-14,94181.25,41337.5,24728.0,182085.75,168192.0,3077.5,229286.0,382170.0,237856.25,31730.5,29668.25,139004.25,1451877.5,1076871.75,1533649.0,513602.0,1020047.0,81771.5,2015,7.48,3.2
105,2015-04-15,93543.75,42238.0,25588.0,267059.25,193769.75,2914.0,231066.75,355365.75,198637.0,29467.75,34315.0,130778.5,1446631.5,960214.5,1570428.5,625112.75,945315.75,123797.0,2015,7.48,3.2
106,2015-04-16,93875.5,41352.0,11884.0,132417.25,147322.75,2677.5,235632.25,366564.5,264062.25,28164.0,34021.5,172451.0,1435797.0,1144173.0,1496403.0,429529.0,1066874.0,60606.0,2015,7.48,3.2
107,2015-04-17,93684.25,42629.0,15815.25,132234.25,104331.75,2439.5,236762.5,355593.25,293171.25,25906.0,31895.0,187515.75,1420430.75,1168049.5,1490082.75,391134.0,1098948.75,69652.0,2015,7.48,3.2
108,2015-04-18,94910.75,47190.0,8745.0,82986.0,169882.25,2500.0,232637.25,306747.5,111957.5,22089.75,24351.5,127292.5,1204574.5,942961.25,1206938.5,406214.0,800724.5,2364.0,2015,7.48,3.2
109,2015-04-19,95886.25,41962.75,5858.0,42582.5,198880.5,2491.0,227557.5,302837.5,91474.0,23349.0,19463.75,129561.25,1098683.0,851362.0,1162440.25,387661.0,774779.25,63757.25,2015,7.48,3.2
110,2015-04-20,95014.25,40229.0,5606.25,108455.75,205496.5,2937.75,235244.0,350200.0,216984.75,27824.75,32184.0,175605.25,1399052.25,1079493.75,1463598.25,457739.5,1005858.75,64546.0,2015,7.48,3.2
111,2015-04-21,94217.0,40312.75,18501.25,198295.25,206990.5,3155.75,233257.0,338250.0,212594.75,27094.0,27520.0,163491.0,1421485.5,997698.5,1536159.25,561472.5,974686.75,114673.75,2015,7.48,3.2
112,2015-04-22,94137.25,39621.75,19311.5,100077.5,160095.5,3207.25,235084.25,351010.75,283854.0,26887.25,24773.75,181892.25,1399100.0,1119615.5,1495179.25,416450.75,1078728.5,96079.25,2015,7.48,3.2
113,2015-04-23,93622.5,40269.25,5067.25,49211.0,175934.75,3208.75,236083.5,348893.25,300738.0,19734.0,28048.5,181983.0,1389804.75,1159591.75,1454745.25,367313.5,1087431.75,64940.5,2015,7.48,3.2
114,2015-04-24,94584.75,40383.75,4869.75,47188.25,199568.75,3240.75,234310.0,342147.75,278714.25,20127.75,31810.25,170835.75,1377649.75,1126023.0,1435971.5,389836.0,1046135.5,58321.75,2015,7.48,3.2
115,2015-04-25,95080.0,39392.0,23583.0,126243.25,94439.0,2924.25,227913.0,295230.25,144528.25,14330.25,24921.25,112119.5,1187569.5,943304.25,1175782.75,381661.5,794121.25,-11786.75,2015,7.48,3.2
116,2015-04-26,94821.75,38457.25,3390.5,71348.5,128818.5,3017.25,226420.25,302627.0,89068.75,15700.75,25245.75,113509.25,1075979.25,872421.75,1087179.75,339853.75,747326.0,11200.5,2015,7.48,3.2
117,2015-04-27,95349.25,41888.0,7775.25,117831.25,115393.75,3276.25,232424.75,315428.5,274875.75,20511.5,30994.75,160872.75,1413651.25,1172651.0,1385627.0,381513.75,1004113.25,-28024.25,2015,7.48,3.2
118,2015-04-28,95589.5,47208.25,14302.5,116806.5,106754.25,3335.75,234807.5,328383.0,315909.75,23588.75,22797.75,174153.0,1435329.75,1197466.5,1460838.75,383996.75,1076842.0,25509.0,2015,7.48,3.2
119,2015-04-29,94916.25,46790.25,23490.0,125537.5,188718.75,3179.75,233810.5,333858.25,269676.75,29206.0,26899.5,154092.25,1432913.5,1095167.25,1503276.25,482632.5,1020643.75,70362.75,2015,7.48,3.2
120,2015-04-30,95132.0,45922.25,11204.5,149524.0,131622.25,3295.0,233335.25,330392.5,286777.75,29893.75,33726.75,150109.5,1412109.25,1119758.5,1467208.75,436700.0,1030508.75,55099.5,2015,7.48,3.2
121,2015-05-01,95595.5,44797.0,4751.25,64240.75,103279.0,3011.0,231484.75,292070.25,89833.75,25059.25,26127.25,106475.0,1075570.5,903299.5,1060597.5,315674.5,744923.0,-14973.0,2015,6.03,3.0
122,2015-05-02,95588.5,43972.5,3235.75,32342.25,143595.5,3059.0,220995.75,286803.75,83213.0,25516.25,23623.5,110221.25,1111235.5,932062.0,1048543.5,321793.5,726750.0,-62692.0,2015,6.03,3.0
